书籍编号,书名（25字符以内）,作者（不包含国籍等其他信息）,出版社,ISBN（10或13位纯阿拉伯数字）,字数（纯阿拉伯数字）,ER值（运营无需提供）（100~1300之间）,基础评分（十分制，精确到小数点后一位）,评分人数（1~1000）,原图书标签,一级标签（必填）,二级标签（必填）,特殊标签（选填）获奖、窦桂梅、新课标等,年级（与考拉年级标注对应）,定价,平台售价,折扣,出版日期,简介（无字数限制，顶行）,
820687,一分钟破案故事(注音版),张长春,延边人民出版社,9787544911269,100000,510,6.9 ,321,小说与戏剧,小说/名著,侦探小说,,3,,,,,中华民族是世界上最富于智慧的民族之一，我们的先人善于思辩，洞悉事理，解决一些事情的办法更是令世人惊叹不已，给我们留下了宝贵的精神财富。小朋友们好奇心强，都渴望成为英雄、神探。为了调动小朋友的兴趣，同时也使其了解必要的知识及生活常识，我们精心编写了这本《一分钟破案故事》。本书所选故事短小精悍，知识涵盖面广，从自然科学到人文社会，兼具历史、物理、化学等科目浅显的知识，对于拓展小朋友们的知识面，改变思维方式，提高分析和解决问题的能力等方面都大有裨益，是一本真正实用的“破案书”。,
820688,五·三班的坏小子,杨红樱,作家出版社,9787506354653,160000,700,6.8 ,258,小说与戏剧,小说/名著,成长小说,新课标推荐,5,,,,,他们该调皮的时候调皮了，该捣蛋的时候捣蛋了，孩提时代，他们爽爽地过了把孩子瘾！这就是“五·三班的坏小子们”。《五·三班的坏小子》是儿童文学作家杨红樱继《女生日记》后的又一部长篇力作。作品以肥猫，米老鼠、兔八哥、豆芽儿这样一群活泼可爱的小男生，构成了一个个鲜活开心的校园故事。作家以较大力度，最自然地表现手法，将当代少年生气勃勃。聪慧调皮、天真善良的儿童天性表现得淋漓尽致。在这里你可以回忆起美丽的童年，你会找到小伙伴的影子。这是一幅反映小学生现实生活的画卷，是一部令少年朋友开心的、高品位的畅销之作。,
820690,飞天万能车,伊恩·弗莱明,上海文艺出版社,9787532145171,70000,610,7.2 ,368,小说与戏剧,小说/名著,冒险小说,,3,,,,,这本《飞天车》不是间谍小说，但情节紧张。书中这辆引擎有毛病的老爷车，不但能上天飞行、下水航行，还可以自己判断、思考，采取应变措施，非常厉害，看过这本书的小朋友，都巴不得拥有这样一辆汽车呢！本书是伊恩·弗莱明的一本儿童文学作品，也是他特别为他的儿子卡斯珀写的。可惜在这本书出版的那一年(一九六四年)，他就因为心脏病突然过世，要不然应该会有更精彩的续集出现。这辆飞天车究竟有哪些神奇的功能呢？现在就让我们随着《飞天车》中的孪生兄妹，一起乘着它飞翔吧！,
820691,非常搭档,杨红樱,浙江少年儿童出版社,9787534261107,98000,500,6.8 ,368,小说与戏剧,小说/名著,成长小说,,3,,,,,“非常校园系列最新版”，校园明星大荟萃。一颗有爱的种子，轻轻撒播，种植心田。成长的少年再次寻梦，天真的儿童踏进乐园，杨红樱的文字就是有这种魔力，为我们记录成长，留住天真童年。时光的力量虽强大，但总有一份爱像星辰闪耀，永不失落，温暖心间。,
820697,海象与紫罗兰,海利·斯特罗普,河北少年儿童出版社,9787537660969,15000,550,7.9 ,368,小说与戏剧,故事/漫画,漫画故事,,3,,,,,园丁和教授打赌，说一定能在北极种出甜瓜和紫罗兰。当他风尘仆仆地带着从北极培育出的甜瓜和紫罗兰来到教授面前时，教授他们却说他撒谎。因为他说：“我要感谢一只大海象，它每天到我温室里来，帮着我向炉子里吹火。”怎么可能有这种事情嘛！教授他们把他赶了出去。到底有没有这么一只海象呢？当然有了，这只海象还跟着紫罗兰的香味来到园丁的城市，被黑帮们绑架了呢！园丁要怎么证明他的甜瓜和紫罗兰确实是在北极种出来的，海象又是怎样免于被黑帮们大卸八块的呢？这个故事说起来太长了，让我先躺下来睡一觉，再告诉你们吧！,
920001,花香小镇,安房直子,少年儿童出版社,9787532482399,103000,710,8.0 ,368,小说与戏剧,小说/名著,科幻小说,,4,,,,,本书为“安房直子幻想小说代表作”中的一本，包括《小鸟和玫瑰》、《黄围巾》、《花香小镇》等七部短篇幻想小说作品。安房直子的作品营造了一个个如梦如幻、精美之极的童话世界，让人在单纯透明的色泽中感受生命多重的颜色和意蕴。,
920003,再被狐狸骗一次,沈石溪,浙江少年儿童出版社,9787534250002,125000,830,8.1 ,368,小说与戏剧,小说/名著,动物小说,,5,,,,,《再被狐狸骗一次》是一本动物小说，动物小说之所以比其他类型的小说更有吸引力，是因为这个题材最容易刺破人类文化的外壳和文明社会种种虚伪的表象，可以毫无遮掩地直接表现出丑陋与美丽融于一体的原生态的生命。据动物学家的统计，小狐死亡率最高的就是被清出窝后的十天之内，大约有百分之三十的小狐在这段时间里死丁非命。在我的印象里，红孤清窝，又自私又残忍，是一种很不人道的陋习。,
920004,老鼠记者4：失落的红宝石,杰罗尼摩·斯蒂顿,二十一世纪出版社,9787539165783,15000,350,6.9 ,150,小说与戏剧,小说/名著,成长小说,,1,,,,,在亚马孙丛林深处，有一座神秘的古城神殿，传说里面有一颗神奇的红宝石，伏特教授和杰罗尼摩一行前往亚马孙丛林探险，这里有剧毒的蝎子、吃人鱼和蟒蛇，晚上还有恐怖的声音传来……他们能否找到失落的红宝石呢？,
920005,驯龙高手1：如何驯服你的龙,克蕾西达·考威尔,青岛出版社,9787555200543,130000,640,6.8 ,300,小说与戏剧,小说/名著,冒险小说,,4,,,,,作为维京某部落的继承人，小嗝嗝是个瘦弱而又内向的小男孩。当其他男孩都靠蛮力抓到猛龙时，他却如“命中注定”一般得到了一直还未长出牙齿的小龙——无牙，他和可怜的无牙该如何顺利通过“驯龙入会仪式测试”，并打败危及整个部落安全的深海巨龙呢……,
920006,斗罗大陆第二部：绝世唐门20,唐家三少,湖南少年儿童出版社,9787535873422,340000,770,7.6 ,168,小说与戏剧,小说/名著,网络小说,,5.5,,,,,数次试验后，霍雨浩渐渐找到了兽神魂力的秘密。众人返回史莱克学院后，霍雨浩找到玄老。在玄老的讲述中，他才明白，魂师想要提升到封号斗罗那个层次需要一种名为魂核的能力。他准备在玄老的守护下再次试验！在地龙门禁地之中，霍雨浩发现了冰极神晶，在冰帝的指引下，进而发现了万载玄冰窟，再次完成突破。在对日月帝国军队的探察中，霍雨浩身陷重围，无奈之下，只能选择冒险，试图抓住对方的首脑。而当他真正面对对方的统帅时，却发现，他的对手竟然是橘子。他们终究还是在战场上碰面了……,
920007,斗罗大陆第二部：绝世唐门21,唐家三少,湖南少年儿童出版社,9787556202737,340000,830,6.9 ,168,小说与戏剧,小说/名著,网络小说,,5.5,,,,,贝贝，你还记得当初我们加入唐门的时候是为了什么吗？我们并不是为了拥有一个多么强大的宗门。我们是伙伴，是朋友。唐门上下一体，任何一个人遭遇这种情况，我们都应该不遗余力地去营救，唯有如此，才能增强唐门的凝聚力，才能让唐门的每一个弟子为宗门尽心尽力，以宗门为家……,
920008,斗罗大陆第二部：绝世唐门22,唐家三少,湖南少年儿童出版社,9787556202744,340000,750,6.8 ,168,小说与戏剧,小说/名著,网络小说,,5.5,,,,,日月帝国全大陆精英魂师大赛让宗门参加，隐藏着一个巨大的阴谋。大赛结束后，日月帝国将对斗罗大陆原属三国发起战争。这样一来，日月帝国的阴谋由此而知：对其他三国一齐吞并，而统治整个斗罗大陆。,
920009,斗罗大陆第二部：绝世唐门23,唐家三少,湖南少年儿童出版社,9787556202751,340000,820,6.1 ,168,小说与戏剧,小说/名著,网络小说,,5.5,,,,,养兵千日，用兵一时，奇袭突击，兵贵精而不在多。这一战，唐门众人率领三大魂导师团参战，不只是为了捍卫学院的荣耀，也是为了守护自己的国家。如果此次行动成功，他们的名字都将会留在斗罗大陆历史的丰碑上！,
920010,斗罗大陆第二部：绝世唐门24,唐家三少,湖南少年儿童出版社,9787556202768,340000,820,8.0 ,168,小说与戏剧,小说/名著,网络小说,,5.5,,,,,日月帝国皇帝徐天然将国内遇袭的难题交给橘子处理，橘子率领大军进逼史莱克城。堂堂正正的阳谋，却让赶回来的霍雨浩无计可施。关键时刻，雨浩觉悟，选择闭关，以阴阳互补之法冲击自己的第二魂核，向封号斗罗发起冲锋。日月帝国两大兽王级魂导师团奇袭斗灵帝国首都灵斗城，霍雨浩和伙伴们终究还是晚来一步。眼看灵斗城皇宫被彻底毁灭，霍雨浩大怒，和唐舞桐一起对两个兽王级魂导师团展开了千里追杀……,
920011,斗罗大陆第二部：绝世唐门25,唐家三少,湖南少年儿童出版社,9787556205295,340000,830,9.0 ,168,小说与戏剧,小说/名著,网络小说,,5.5,,,,,想要战胜兽神帝天，霍雨浩就必须融合自己体内的情绪之力。唯有如此，他才能再次突破，真正继承情绪之神的力量，成为神祗。而成神不仅是他自己的事情，也是让体内六大魂灵解脱的必经之路。到了那时候，他一定会带舞桐一起前往神界……,
920012,斗罗大陆第二部：绝世唐门26,唐家三少,湖南少年儿童出版社,9787556205301,340000,750,6.1 ,168,小说与戏剧,小说/名著,网络小说,,5.5,,,,,霍雨浩救出被日月帝国围攻的龙神斗罗龙逍遥和死神斗罗叶夕水，得知了他们当年与穆老之间的秘密往事，并与唐舞桐一起得到了他们临死前馈赠的魂力。橘子袭杀徐天然的计划开始秘密展开……霍雨浩击杀邪眼暴君主宰，进入闭关之中。他离成神之路越来越近了……,
920015,拉塞—玛娅侦探所：钻石谜案,马丁·维德马克,中国少年儿童出版社,23454156,14000,480,7.2 ,401,小说与戏剧,小说/名著,侦探小说,,2,,,,,这是一套儿童侦探小说，故事发生在瑞典一个叫瓦乐比的小镇中，主人公拉塞和玛娅是同班同学，也是一对好朋友。他们一起在玛娅家的地下室开了间侦探所，依靠自己的聪明机智和勇敢，侦破了发生在小镇上的诸多离奇案件。第一批出版其中的10册，包括：钻石谜案、宾馆谜案、马戏团谜案、咖啡馆谜案、木乃伊谜案、电影院谜案、火车谜案、报纸谜案、校园谜案和黄金谜案。,
920016,拉塞—玛娅侦探所：校园谜案,马丁·维德马克,中国少年儿童出版社,23454156,14000,480,6.8 ,258,小说与戏剧,小说/名著,侦探小说,,2,,,,,这是一套儿童侦探小说，故事发生在瑞典一个叫瓦乐比的小镇中，主人公拉塞和玛娅是同班同学，也是一对好朋友。他们一起在玛娅家的地下室开了间侦探所，依靠自己的聪明机智和勇敢，侦破了发生在小镇上的诸多离奇案件。第一批出版其中的10册，包括：钻石谜案、宾馆谜案、马戏团谜案、咖啡馆谜案、木乃伊谜案、电影院谜案、火车谜案、报纸谜案、校园谜案和黄金谜案。,
920018,小袋鼠和他的朋友们,保罗·马尔 ,浙江少年儿童出版社,9787534266010,28000,690,6.1 ,329,小说与戏剧,小说/名著,动物小说,,3.5,,,,,袋鼠妈妈的肚子上有一个口袋，她的孩子就坐在口袋里。无论妈妈跳到哪里，小袋鼠都和妈妈在一起。但是，小袋鼠渐渐地长大了，觉得在袋子里有点儿无聊。他想单独行动。于是，他跳出袋子，走上了自己的发现之旅。你们和朋友们会做的事情，他也同样会做，比如游泳、划船、堆雪人……当然，小袋鼠也有自己的朋友，他们都是谁呢？请大家一起来看《小袋鼠和他的朋友们》吧。,
920019,蛇和蜥蜴,乔伊·科蕾,浙江少年儿童出版社,9787534266096,15000,650,6.9 ,329,小说与戏剧,小说/名著,动物小说,,3.5,,,,,乔伊·科雷所著的《蛇和蜥蜴》中所讲的这些温暖动人的故事，发生在戈壁滩上一对性格外貌迥异的动物之间。蛇温和冷静，蜥蜴活泼好动，他们之间曾有很多分歧、争论，也有谅解、合作，但他们终于成为了真正的好朋友。《蛇和蜥蜴》中形象生动的拟人描写将蜥蜴和蛇这对伙伴之间的友情活灵活现地展现在我们面前，让人自然而然地体味着二者在沙漠中吵吵嚷嚷而又不失趣味的每一天，为我们讲述了一个个关于接受和给予的故事。,
920020,拉塞—玛娅侦探所：电影院谜案,马丁·维德马克,中国少年儿童出版社,9787514807943,14000,460,8.8 ,329,小说与戏剧,小说/名著,侦探小说,,3,,,,,这是一套儿童侦探小说，故事发生在瑞典一个叫瓦乐比的小镇中，主人公拉塞和玛娅是同班同学，也是一对好朋友。他们一起在玛娅家的地下室开了间侦探所，依靠自己的聪明机智和勇敢，侦破了发生在小镇上的诸多离奇案件。第一批出版其中的10册，包括：钻石谜案、宾馆谜案、马戏团谜案、咖啡馆谜案、木乃伊谜案、电影院谜案、火车谜案、报纸谜案、校园谜案和黄金谜案。,
920021,拉塞—玛娅侦探所：黄金谜案,马丁·维德马克,中国少年儿童出版社,9787514807943,14000,450,8.2 ,329,小说与戏剧,小说/名著,侦探小说,,2,,,,,这是一套儿童侦探小说，故事发生在瑞典一个叫瓦乐比的小镇中，主人公拉塞和玛娅是同班同学，也是一对好朋友。他们一起在玛娅家的地下室开了间侦探所，依靠自己的聪明机智和勇敢，侦破了发生在小镇上的诸多离奇案件。第一批出版其中的10册，包括：钻石谜案、宾馆谜案、马戏团谜案、咖啡馆谜案、木乃伊谜案、电影院谜案、火车谜案、报纸谜案、校园谜案和黄金谜案。,
920022,拉塞—玛娅侦探所2: 医院迷案,马丁· 维德马克,中国少年儿童出版社,9787514815016,45000,390,6.7 ,329,小说与戏剧,小说/名著,侦探小说,,2,,,,,这是一套儿童侦探小说，故事发生在瑞典一个叫瓦乐比的小镇中，主人公拉塞和玛娅是同班同学，也是一对好朋友。他们一起在玛娅家的地下室开了间侦探所，依靠自己的聪明机智和勇敢，侦破了发生在小镇上的诸多离奇案件。第一批出版其中的10册，包括：钻石谜案、宾馆谜案、马戏团谜案、咖啡馆谜案、木乃伊谜案、电影院谜案、火车谜案、报纸谜案、校园谜案和黄金谜案。,
920023,苍狼,金曾豪,长江少年儿童出版社,9787556021628,100000,740,8.0 ,150,小说与戏剧,小说/名著,动物小说,,4.5,,,,,本书收录了蜚声动物小说界的金曾豪的代表作《狼的故事》和《苍狼》。《狼的故事》描写了一个侵犯了头狼，被家族无情地驱逐的独狼的生存故事。为了获得自由的生活环境，它一次次地与比自己强或弱的动物搏击，一次次地与试图驯化自己的人斗智斗勇。即使在动物园的牢笼内和倒塌的砖窑中，它也从未放弃回到山林的念头……《苍狼》描写的是一个摄影组为了拍摄电视剧《狼的故事》，把一个狼的家庭送上了一个小小的荒岛，然后根据剧本逐步送上各种动物，给狼安排一切。他们以为狼会乖乖地被人类牵着鼻子走，但结果导演组和动物学家精心组织的情节几乎都未出现。动物们自己在小岛上上演了一幕幕出人意料的、惊人的活剧……,
920024,拉塞—玛娅侦探所：马戏团谜案,马丁·维德马克,中国少年儿童出版社,9787514807943,14000,450,7.3 ,300,小说与戏剧,小说/名著,侦探小说,,2,,,,,这是一套儿童侦探小说，故事发生在瑞典一个叫瓦乐比的小镇中，主人公拉塞和玛娅是同班同学，也是一对好朋友。他们一起在玛娅家的地下室开了间侦探所，依靠自己的聪明机智和勇敢，侦破了发生在小镇上的诸多离奇案件。第一批出版其中的10册，包括：钻石谜案、宾馆谜案、马戏团谜案、咖啡馆谜案、木乃伊谜案、电影院谜案、火车谜案、报纸谜案、校园谜案和黄金谜案。,
920025,拉塞—玛娅侦探所：报纸谜案,马丁·维德马克,中国少年儿童出版社,9787514807943,14000,520,6.9 ,329,小说与戏剧,小说/名著,侦探小说,,3,,,,,这是一套儿童侦探小说，故事发生在瑞典一个叫瓦乐比的小镇中，主人公拉塞和玛娅是同班同学，也是一对好朋友。他们一起在玛娅家的地下室开了间侦探所，依靠自己的聪明机智和勇敢，侦破了发生在小镇上的诸多离奇案件。第一批出版其中的11册，包括：钻石谜案、宾馆谜案、马戏团谜案、咖啡馆谜案、木乃伊谜案、电影院谜案、火车谜案、报纸谜案、校园谜案和黄金谜案。,
920026,拉塞—玛娅侦探所：宾馆谜案,马丁·维德马克,中国少年儿童出版社,9787514807943,14000,580,7.0 ,329,小说与戏剧,小说/名著,侦探小说,,3,,,,,这是一套儿童侦探小说，故事发生在瑞典一个叫瓦乐比的小镇中，主人公拉塞和玛娅是同班同学，也是一对好朋友。他们一起在玛娅家的地下室开了间侦探所，依靠自己的聪明机智和勇敢，侦破了发生在小镇上的诸多离奇案件。第一批出版其中的12册，包括：钻石谜案、宾馆谜案、马戏团谜案、咖啡馆谜案、木乃伊谜案、电影院谜案、火车谜案、报纸谜案、校园谜案和黄金谜案。,
920027,拉塞-玛娅侦探所2: 爱的迷案,马丁·维德马克,中国少年儿童出版社,9787514815016,45600,390,6.0 ,329,小说与戏剧,小说/名著,侦探小说,,2,,,,,这是一套写给6岁至10岁儿童阅读的侦探小说，故事发生在瑞典一个叫瓦乐比的小镇中，主人公拉塞和玛娅是同班同学，也是一对好朋友。他们一起在玛娅家的地下室开了间侦探所，依靠自己的聪明机智和勇敢，侦破了发生在小镇上的诸多离奇案件。,
920028,拉塞-玛娅侦探所2: 藏红花迷案,马丁·维德马克,中国少年儿童出版社,9787514815016,45000,370,8.8 ,329,小说与戏剧,小说/名著,侦探小说,,2,,,,,这是一套写给6岁至10岁儿童阅读的侦探小说，故事发生在瑞典一个叫瓦乐比的小镇中，主人公拉塞和玛娅是同班同学，也是一对好朋友。他们一起在玛娅家的地下室开了间侦探所，依靠自己的聪明机智和勇敢，侦破了发生在小镇上的诸多离奇案件。,
920029,拉塞-玛娅侦探所2: 宠物店迷案,马丁·维德马克,中国少年儿童出版社,9787514815016,46000,500,6.9 ,329,小说与戏剧,小说/名著,侦探小说,,2.5,,,,,这是一套写给6岁至10岁儿童阅读的侦探小说，故事发生在瑞典一个叫瓦乐比的小镇中，主人公拉塞和玛娅是同班同学，也是一对好朋友。他们一起在玛娅家的地下室开了间侦探所，依靠自己的聪明机智和勇敢，侦破了发生在小镇上的诸多离奇案件。,
920030,拉塞-玛娅侦探所2: 教堂谜案,马丁·维德马克,中国少年儿童出版社,9787514815016,44600,360,6.0 ,329,小说与戏剧,小说/名著,侦探小说,,2,,,,,这是一套写给6岁至10岁儿童阅读的侦探小说，故事发生在瑞典一个叫瓦乐比的小镇中，主人公拉塞和玛娅是同班同学，也是一对好朋友。他们一起在玛娅家的地下室开了间侦探所，依靠自己的聪明机智和勇敢，侦破了发生在小镇上的诸多离奇案件。,
920031,拉塞-玛娅侦探所2: 露营地迷案,马丁·维德马克,中国少年儿童出版社,9787514815016,46000,420,7.5 ,329,小说与戏剧,小说/名著,侦探小说,,2,,,,,这是一套写给6岁至10岁儿童阅读的侦探小说，故事发生在瑞典一个叫瓦乐比的小镇中，主人公拉塞和玛娅是同班同学，也是一对好朋友。他们一起在玛娅家的地下室开了间侦探所，依靠自己的聪明机智和勇敢，侦破了发生在小镇上的诸多离奇案件。,
920032,拉塞-玛娅侦探所2：赛马迷案,马丁·维德马克,中国少年儿童出版社,9787514815016,45000,500,7.6 ,401,小说与戏剧,小说/名著,侦探小说,,2.5,,,,,这是一套写给6岁至10岁儿童阅读的侦探小说，故事发生在瑞典一个叫瓦乐比的小镇中，主人公拉塞和玛娅是同班同学，也是一对好朋友。他们一起在玛娅家的地下室开了间侦探所，依靠自己的聪明机智和勇敢，侦破了发生在小镇上的诸多离奇案件。,
920033,拉塞-玛娅侦探所2：图书馆迷案,马丁·维德马克,中国少年儿童出版社,9787514815016-3,45200,350,7.4 ,186,小说与戏剧,小说/名著,侦探小说,,2,,,,,这是一套写给6岁至10岁儿童阅读的侦探小说，故事发生在瑞典一个叫瓦乐比的小镇中，主人公拉塞和玛娅是同班同学，也是一对好朋友。他们一起在玛娅家的地下室开了间侦探所，依靠自己的聪明机智和勇敢，侦破了发生在小镇上的诸多离奇案件。,
920035,拉塞-玛娅侦探所2：游泳馆迷案,马丁·维德马克,中国少年儿童出版社,9787514815016,44500,490,6.9 ,250,小说与戏剧,小说/名著,侦探小说,,2.5,,,,,这是一套写给6岁至10岁儿童阅读的侦探小说，故事发生在瑞典一个叫瓦乐比的小镇中，主人公拉塞和玛娅是同班同学，也是一对好朋友。他们一起在玛娅家的地下室开了间侦探所，依靠自己的聪明机智和勇敢，侦破了发生在小镇上的诸多离奇案件。,
920036,拉塞—玛娅侦探所：咖啡馆谜案,马丁·维德马克,中国少年儿童出版社,9787514807943,14000,530,9.1 ,250,小说与戏剧,小说/名著,侦探小说,,3,,,,,这是一套儿童侦探小说，故事发生在瑞典一个叫瓦乐比的小镇中，主人公拉塞和玛娅是同班同学，也是一对好朋友。他们一起在玛娅家的地下室开了间侦探所，依靠自己的聪明机智和勇敢，侦破了发生在小镇上的诸多离奇案件。第一批出版其中的10册，包括：钻石谜案、宾馆谜案、马戏团谜案、咖啡馆谜案、木乃伊谜案、电影院谜案、火车谜案、报纸谜案、校园谜案和黄金谜案。,
920037,哈尔罗杰历险记：非洲历险,威勒德·普赖斯,北京少年儿童出版社,9787530127643,150000,790,5.6 ,296,小说与戏剧,小说/名著,冒险小说,,5.5,,,,,在《哈尔罗杰历险记：非洲历险》中，威勒德·普赖斯塑造了哈尔、罗杰这两位勇敢机智的少年英雄形象。哈尔和罗杰带领一支狩猎队来到非洲，追踪一头凶猛的野牛。和他们在一起还有一个趾高气扬、自以为是的比格上校。然而，麻烦事远不止这些，兄弟俩还被一个无情的杀手帮“豹团”视为眼中钉……当哈尔和罗杰意识到“豹团”的秘密杀手陷害他们不成反而为自己招来杀身之祸时，他们还是决定帮他一把。但是，去帮助一个时刻想除掉你的人，不是自投罗网吗？,
920038,哈尔罗杰历险记：追踪食人狮,威勒德·普赖斯,北京少年儿童出版社,9787530127704,150000,760,8.1 ,320,小说与戏剧,小说/名著,冒险小说,,5.5,,,,,看起来真荒唐——待在狮子出没的地带等待着食人狮的袭击。也许他们疯了，但为了从食人狮口中拯救当地的居民，哈尔和罗杰也只好冒险了。然而，他们的对手并不仅仅是食人狮，还有一个人正千方百计地想除掉他们，这个人是谁呢？是博萨吗？他把亨特兄弟看成是杀父仇人。是库首领导吗？他似乎对他们不怀好意。还是那个奸诈的白人猎手邓根？他对哈尔他们心怀不满，为了阻止兄弟俩完成使命，他将会不择手段……,
920039,守护者系列：神之守护者,上桥菜穗子,中国少年儿童出版社,9787514800616,115000,790,8.0 ,333,小说与戏剧,小说/名著,科幻小说,,4.5,,,,,恐怖之神能被召唤回来吗？为了躲避［猎犬]的追击，巴尔萨重操旧业做了商队的护卫。暴风雪之夜，狼群袭击商队，紧急关头，雅思拉召唤了恐怖之神，杀死了群狼。为了救出唐达，巴尔萨赴［猎犬］希哈娜之约，赶往圣城。孰料，雅思拉被希哈娜骗走。在雅思拉即将迷失自己变成神人的关键时候，巴尔萨出现了，她能救出雅思拉，解救罗塔王国吗？,
920041,守护者系列：精灵守护者,上桥菜穗子,中国少年儿童出版社,9787514800630,150000,780,7.6 ,253,小说与戏剧,小说/名著,科幻小说,,4.5,,,,,身手非凡的女保镖巴尔萨，救了新约格皇国的皇子查格姆的命。不曾想，查格姆却背负着不可思议的命运。两个“影子”追踪化身为精灵守护者的查格姆皇子。为保护皇子，巴尔萨与躲在暗处的对手展开了生死对决……,
920042,守护者系列：梦之守护者,上桥菜穗子,中国少年儿童出版社,9787514800609,130000,790,6.4 ,362,小说与戏剧,小说/名著,科幻小说,,4.5,,,,,揭秘大咒术师特洛盖伊的身世和花之梦！需要人的梦作为养分的异界之花就要开了。唐达想要拯救被困在梦中的人，反被花夺走灵魂，化为护花人，女保镖巴尔萨能把他救回来吗？,
920043,守护者系列：黑暗守护者,上桥菜穗子,中国少年儿童出版社,9787514800623,150000,790,7.0 ,253,小说与戏剧,小说/名著,科幻小说,,4.5,,,,,女保镖巴尔萨回到久违的故乡坎巴尔王国，决心为因保护自己而舍去铀名誉的养父吉格罗洗刷污名……,
920044,拉塞—玛娅侦探所：火车谜案,马丁·维德马克,中国少年儿童出版社,9787514807943,14000,640,6.3 ,400,小说与戏剧,小说/名著,侦探小说,,4,,,,,这是一套写给6岁至10岁儿童阅读的侦探小说，故事发生在瑞典一个叫瓦乐比的小镇中，主人公拉塞和玛娅是同班同学，也是一对好朋友。他们一起在玛娅家的地下室开了间侦探所，依靠自己的聪明机智和勇敢，侦破了发生在小镇上的诸多离奇案件。,
920045,拉塞—玛娅侦探所：木乃伊谜案,马丁·维德马克,中国少年儿童出版社,9787514807943,14000,670,7.1 ,329,小说与戏剧,小说/名著,侦探小说,,4,,,,,这是一套儿童侦探小说，故事发生在瑞典一个叫瓦乐比的小镇中，主人公拉塞和玛娅是同班同学，也是一对好朋友。他们一起在玛娅家的地下室开了间侦探所，依靠自己的聪明机智和勇敢，侦破了发生在小镇上的诸多离奇案件。第一批出版其中的10册，包括：钻石谜案、宾馆谜案、马戏团谜案、咖啡馆谜案、木乃伊谜案、电影院谜案、火车谜案、报纸谜案、校园谜案和黄金谜案。,
920047,魑蝠小子2：瓦姆佩尔不该单身,莱纳特·韦尔施,河北少年儿童出版社,9787537660471,30000,660,6.8 ,245,小说与戏剧,小说/名著,成长小说,,4,,,,,能够吸走人身上的“恶”，使人们变得友善的瓦姆佩尔当然是越多越好！所以，瓦姆佩尔不该单身！可是，怎样才能给瓦姆佩尔找到另一半呢？为此，黎奇太太可真是想了不少办法，甚至还跑到作者家里去拜访了一通。作者能帮到黎奇太太吗？谁能来帮助瓦姆佩尔告别单身呢？,
920048,魑蝠小子3：与瓦姆佩尔重逢,莱纳特·韦尔施,河北少年儿童出版社,9787537660488,30000,380,7.4 ,321,小说与戏剧,小说/名著,成长小说,,2,,,,,去寻找幸福的瓦姆佩尔后来怎么样了呢？它有没有找到它心爱的瓦姆佩丽娜，生下“小瓦姆佩尔”呢？自从瓦姆佩尔走后，黎奇太太可真想它啊！韩纳斯给黎奇太太出了个好主意：去特兰西瓦尼亚寻找瓦姆佩尔！黎奇太太锻炼好身体，满心期待地出发了。可是，等在她前面的，似乎是一段惊心动魄的旅程……,
920053,劳拉的星星：谁折断了友谊树,克劳斯·鲍姆加特,中国少年儿童出版社,20923655,8000,410,6.5 ,258,小说与戏剧,小说/名著,成长小说,,2,,,,,劳拉和苏菲是最好的朋友，她俩种了一棵友谊树。劳拉的弟弟汤米不小心把球踢到小树苗上，树苗折断了。劳拉向汤米保证，不把他干的错事讲出去。苏菲因为劳拉没有告诉她实情，非常气恼。星星帮劳拉想出一条妙计，两个朋友终于和好了。,
920054,橡树湾,曹文轩,二十一世纪出版社,9787556808571,120000,790,9.1 ,329,小说与戏剧,小说/名著,当代小说,,5.5,,,,,这套曹文轩短篇小说集收录了曹文轩从事创作三十年来的小说精品，如《草房子》、《青铜葵花》、《痴鸡》、《枫叶船》、《哑牛》、《野风车》等堪称经典的作品，作者在牧歌式的文字、绘画似的意境中，构筑起一道亮丽、质朴的风景。书籍装帧精美，插图唯美空灵，与曹文轩纯美的文字交相呼应，堪称一套经典之作，是读者不可错过、毕生珍藏的一份珍贵礼物。这本《橡树湾》收录了《莺店》、《迷路的母鸡》、《橡树湾》等共6篇文章。,
920055,套中人之变色龙,安东·巴甫洛维奇·契诃夫,长江少年儿童出版社,9787556003594,1500,900,6.0 ,329,小说与戏剧,小说/名著,名人名著,,6,,,,,本书是俄罗斯著名作家契诃夫的短篇小说集。本书所收入的这些小说都是具有很高艺术成就的名著，如《套中人》、《万卡》、《变色龙》等，不仅是作家的代表作，也是十九世纪末俄国文学的杰作。契诃夫作品最突出的艺术特点是：真实、朴素、幽默。他把文体的简朴和语言的洗练看作是艺术的最高标准。他的作品取材于平凡的日常生活，表现的却是重大的社会问题，内容深邃，文笔精练，形象鲜明，语调舒缓，读者在掩卷之余，总有余味无穷之感。,
